index,prediction
113262,3.8 pound
113263,
113264,12.3 kilogram
113265,3.0 kilogram
121899,
113269,200.0 kilogram
121893,330.0 pound
121106,
121758,15.0 pound
113881,3.0 kilogram
114460,7.8 kilogram
121610,0.0 pound
114462,280.0 pound
114465,4.6 kilogram
114466,6.0 kilogram
121609,
114468,59.0 pound
114458,
114469,
121604,9.0 kilogram
114473,
114474,1.1 gram
114475,50.0 pound
114477,15.0 kilogram
114480,350.0 pound
121601,19.5 pound
114471,300.0 pound
114482,
114457,0.4 pound
114455,
114439,78.3 pound
121621,2.0 pound
114443,128.0 ounce
114445,22.0 pound
121618,
114446,40.0 gram
114448,4.2 kilogram
114456,8.2 ounce
121617,
121614,
121613,
121612,0.2 pound
114449,8.8 kilogram
114450,230.0 gram
114451,
114454,12.0 gram
121616,
114438,1.8 pound
121600,1.0 pound
114485,
114512,1.0 pound
114516,
121587,7.0 ounce
114517,40.0 pound
114518,
121586,32.0 pound
114521,
121589,
114522,110.0 pound
114524,
114525,
114526,
114527,3.0 gram
114529,4.0 gram
114532,2.0 pound
114534,
114523,4.0 gram
114483,
121591,0.0 pound
114507,12.0 pound
114486,1.0 pound
114488,187.0 gram
114490,
114491,282.0 gram
114492,
114495,
121598,
114509,
114497,10.0 pound
114499,2.0 pound
121597,
114501,8.0 pound
114503,
121595,
121592,
114506,
114498,
114435,150.0 gram
114432,18.0 gram
114428,300.0 pound
114346,180.0 pound
121634,
114348,1.3 pound
121633,1.8 gram
114353,
114359,
114360,
121635,8.6 ounce
114362,
114365,7.2 kilogram
114367,2.2 pound
114368,1.0 kilogram
114369,55.4 gram
114370,
121632,10.0 pound
114372,
114364,
121631,0.8 pound
114344,500.0 kilogram
114342,8.0 gram
114317,30.0 kilogram
114319,150.0 gram
114324,4.0 kilogram
121639,
114325,1.6 kilogram
114327,
114329,
114343,12.0 gram
114330,
114332,1.8 kilogram
114333,0.5 kilogram
114335,4.5 kilogram
114337,265.0 pound
121638,
114339,9.0 kilogram
114340,
114331,1.0 pound
114373,21.0 pound
114375,
114376,1.0 pound
114406,
114407,
114408,0.1 kilogram
114409,
114413,40.0 kilogram
121625,
114416,
114403,1.0 ounce
114417,77.0 pound
114418,
114420,130.0 gram
114421,0.7 pound
121622,5.5 pound
114424,
114426,3.0 gram
114427,3.3 kilogram
121624,
114401,
114399,
114398,
114377,13.0 kilogram
121629,
114378,
114379,3000.0 gram
114380,
121628,14.0 gram
114381,4.0 gram
114382,5.0 pound
114384,95.0 gram
114385,1.4 pound
114388,
114390,2.7 pound
114391,10.0 kilogram
114392,2.0 pound
114394,600.0 pound
114395,
114396,6.0 gram
114535,13.0 kilogram
121584,13.0 pound
114537,
114540,128.0 gram
121535,0.9 kilogram
114667,7.0 pound
114671,
121534,3.1 pound
114672,
114679,
114681,
121537,1.0 pound
114682,180.0 pound
114686,
114688,
114689,
114691,
114693,
114694,
114698,
114684,
114701,1200.0 pound
121538,14.0 gram
114666,4.0 gram
121547,
121546,
114644,
114648,163.0 kilogram
114649,
121544,
114650,24.0 pound
121539,
114652,3.5 kilogram
114655,4.0 gram
114656,16.0 ounce
114657,1.4 ounce
121540,
114660,4.0 pound
114662,30.0 gram
114663,
114654,
114704,
114706,880.0 gram
114708,
114743,25.0 pound
114744,4.0 gram
114748,
114749,
114750,4.4 pound
121526,0.4 kilogram
114751,3.0 ounce
114741,
114753,28.0 kilogram
114754,
114758,
121523,
114759,5.0 pound
114762,
114764,48.5 pound
114766,
121524,
114740,250.0 gram
114738,110.0 gram
121527,
114713,
114714,1.8 ounce
114715,150.0 gram
114716,24.0 pound
114717,
114719,330.0 pound
114720,53.0 gram
114721,2.8 gram
114725,1.5 ounce
114727,
114728,4.5 kilogram
114730,
121531,
114731,
114732,25.0 gram
114736,
121528,
114640,
114312,
114638,40.0 gram
121553,0.0 gram
114569,
114570,9.5 ounce
121571,
114571,195.0 gram
114573,8.0 gram
114574,
121570,
114568,4.6 pound
114576,250.0 gram
121567,20.0 pound
114578,1.0 gram
114579,
121565,
114580,
114581,9.1 kilogram
114582,
114577,17.5 pound
114585,203.0 gram
114567,1.3 kilogram
114564,34.3 pound
121582,
121581,28.0 gram
114541,
114543,
114544,9.3 gram
121579,
114548,20.0 gram
114565,8.0 kilogram
114550,583.0 gram
114552,
114553,
114555,330.0 pound
114556,
114557,8.0 pound
114560,52.0 pound
114563,
114551,1.1 pound
114586,4.0 gram
114588,20.0 gram
114589,3.5 ounce
114616,
121561,330.0 pound
114617,0.8 pound
114619,60.0 pound
121559,
114620,
114623,1.0 kilogram
114615,0.0 gram
114624,
114626,32.0 gram
114627,
114628,7.3 pound
114629,2.9 kilogram
114630,35.2 ounce
114633,
121557,2.3 pound
114625,1.0 pound
114614,3.0 pound
121562,
114613,
114590,2.0 kilogram
114592,4.2 pound
114593,
114594,
114595,
121563,32.0 gram
114596,
114597,1.0 gram
114599,8.0 gram
114600,20.0 pound
114602,
114604,15.6 kilogram
114606,
114608,
114609,
114610,
114612,30.0 kilogram
114636,
114310,1.5 kilogram
114309,4096.0 gram
121640,144.0 gram
114025,
114026,6.0 gram
114028,3.2 gram
121726,136.0 kilogram
114029,14.1 pound
114030,10.0 pound
121722,
114024,3.6 pound
114031,
114032,
114034,
114035,1.6 kilogram
114038,120.0 pound
114042,
121718,185.0 gram
114044,
121721,500.0 pound
121717,9.0 gram
114022,
114019,2.0 pound
113999,3.5 pound
114001,0.8 ounce
114002,
121734,
114003,
114006,3.4 ounce
121733,40.0 gram
114021,5.0 pound
121731,0.4 pound
114008,45.0 gram
114009,4.1 pound
114012,25.0 kilogram
114016,
114017,2.7 pound
114018,0.7 pound
121730,1.0 pound
114007,
114047,200.0 kilogram
114049,750.0 pound
114052,15.0 kilogram
121708,400.0 pound
114082,
114083,7.0 ounce
114084,
121707,2.0 gram
114085,
114086,
114080,226.0 gram
114087,1.0 pound
114091,2.6 kilogram
114093,
114094,
114095,
114096,480.0 gram
114097,1.4 kilogram
114099,1.0 pound
114089,8.8 pound
114079,
121710,
114077,
114054,
121716,
114055,
114057,
114058,2.7 pound
114059,12.0 gram
121714,6.0 gram
114061,
114062,0.2 ounce
114066,5.0 kilogram
121713,
114071,
114073,
114074,1.0 kilogram
114075,
121711,
114076,3.9 ounce
113997,
114101,550.0 pound
113996,5.0 gram
113995,4.0 gram
113911,3.0 kilogram
113912,4.5 gram
113913,1.0 pound
113916,
113917,
113919,
121750,0.0 pound
113909,3.7 pound
121748,6.4 ounce
113921,0.9 pound
113922,
113925,13.5 kilogram
121747,21.7 ounce
113927,5.0 pound
121746,3.0 pound
113928,88.0 gram
113920,15.6 ounce
121745,1.0 gram
113908,
113902,32.0 gram
113882,1.5 pound
113883,8.0 gram
121755,
121754,7.0 pound
113886,1.8 pound
113888,14.8 gram
113890,31.0 pound
113904,
113892,
121753,
113896,16.0 gram
113897,
113898,50.0 kilogram
113900,
121751,
113901,3.6 pound
113895,
113930,
113931,
121743,0.7 pound
113964,1.0 pound
113967,2.6 ounce
113970,320.0 gram
113972,0.2 pound
113973,
113974,16.0 gram
113976,2.5 pound
113962,1.0 gram
113977,20.6 gram
113982,0.6 pound
113984,153.0 gram
113986,80.0 gram
113989,5.3 ounce
113991,1.0 pound
121737,
113992,6.0 pound
113978,14.0 gram
113960,300.0 kilogram
113958,
113957,100.0 gram
121741,1.2 pound
113932,191.0 gram
113933,469.0 gram
121740,1.1 pound
113935,
113936,6.0 pound
113937,
121739,1.1 pound
113938,0.3 pound
113940,2.6 ounce
113941,6.0 gram
113942,64.0 gram
113945,
113948,
113949,
113950,
113951,2.0 kilogram
121736,
113879,
114103,
114106,
114237,
114238,1.1 kilogram
114239,16.0 ounce
114240,
114242,3.8 pound
114244,
114245,8.0 kilogram
114235,1.0 gram
114246,67.0 ounce
121666,
114250,380.0 gram
114253,
114254,2.0 kilogram
114257,64.0 gram
114258,144.0 gram
114260,740.0 gram
114249,
114261,7.0 kilogram
121667,0.7 pound
121669,6.7 ounce
121672,30.0 pound
114210,40.0 gram
114212,
114213,
114215,
114218,
114219,16.0 kilogram
114233,640.0 gram
114222,300.0 pound
114226,722.0 gram
114227,6.8 ounce
121670,
114228,
114230,
114231,
114232,2.8 pound
114225,
121665,
121663,120.0 kilogram
121662,
121649,0.5 kilogram
114288,194.0 pound
114290,1.0 kilogram
121646,
114291,330.0 pound
114294,500.0 kilogram
121643,50.0 kilogram
121650,
114299,2.0 ounce
114301,
121641,
114302,12.5 gram
114304,1.3 gram
114305,40.0 pound
114307,512.0 gram
114308,64.0 gram
114300,26.6 ounce
114287,75.0 kilogram
121651,
114285,60.0 kilogram
114262,
114263,1.0 pound
114264,
121660,
114267,19.5 gram
114268,
114269,2.0 gram
121658,
114270,1.2 kilogram
121656,600.0 pound
114273,3.9 ounce
114276,
121654,15.0 pound
114279,75.0 gram
114281,72.0 gram
114282,220.0 gram
114283,0.0 ounce
114207,146.5 gram
114104,400.0 pound
121673,2.3 kilogram
121676,11.0 gram
114132,
114136,9.9 ounce
114139,
114140,558.0 gram
114141,240.0 gram
114142,1.8 pound
114143,
121694,3.0 pound
114147,
121693,25.0 gram
114151,11.0 pound
114152,500.0 gram
114154,
114155,0.8 pound
114157,0.4 pound
114159,20.0 kilogram
114149,
114161,
114130,220.0 gram
121697,
121706,
114107,4.1 gram
121705,0.3 ounce
114108,26.5 kilogram
114110,0.5 gram
114115,1.1 kilogram
114117,0.3 pound
114129,10.0 ounce
121704,0.6 ounce
114119,
114122,25.0 gram
121701,6.8 pound
121698,2.0 pound
114123,
114125,
114126,
121703,0.5 pound
114162,16.2 gram
114163,0.8 kilogram
114164,6.0 gram
114188,10.6 ounce
114190,
114191,330.0 pound
121682,1.1 ounce
114193,500.0 gram
114194,20.0 gram
114195,
114187,0.9 kilogram
114197,28.0 kilogram
114198,
114199,
121679,7.6 pound
114200,2.8 pound
121677,
114201,120.0 kilogram
114203,226.8 gram
121680,150.0 kilogram
114186,
114185,
114183,
114166,
114167,
121692,
114168,
121690,5.0 kilogram
121687,
114169,
114170,2.6 ounce
114172,2.0 pound
114174,50.0 gram
114175,
114176,
114178,7.5 pound
121684,1.7 kilogram
121683,
114181,18.0 pound
114182,120.0 gram
114206,
116566,
116568,
121105,20.0 gram
120500,55.0 pound
120498,
118970,
118971,0.3 ounce
118973,300.0 pound
120494,1.5 kilogram
118974,2.0 pound
118968,397.0 gram
118977,
120492,6.9 ounce
118982,
118983,
120490,
120489,
118984,35.0 kilogram
118985,180.0 pound
118979,10.0 gram
118988,
120501,
120502,195.0 pound
118945,
118948,200.0 kilogram
120509,88.2 pound
118950,
118951,
118952,10.0 pound
118953,
118967,80.0 pound
118954,249.0 gram
118958,2008.0 gram
118960,5.7 pound
118962,2.5 kilogram
118963,20.0 gram
118964,
120504,0.0 pound
118965,
120506,300.0 kilogram
118944,105.0 gram
118989,60.0 gram
120487,6.0 gram
120481,4.0 gram
119020,
119021,
120479,
120477,
119022,86.5 pound
119024,15.0 pound
119017,1.8 kilogram
120476,297.0 gram
119027,26.0 gram
119028,1.1 kilogram
119029,10.0 gram
120474,0.6 pound
119030,3.9 gram
119031,
119034,
119026,10.0 pound
118991,1.0 gram
119016,0.9 pound
119012,2.8 pound
120486,
120485,300.0 gram
118992,2.2 pound
118994,2.2 gram
118995,9.0 pound
118996,
118997,0.2 pound
119013,
120484,
120483,0.0 pound
119000,
119005,2.8 pound
119007,440.0 pound
119008,2.0 pound
119009,2.4 pound
119010,330.0 pound
118998,1.0 pound
118941,120.0 pound
118940,
118937,
118844,
118845,0.2 pound
118847,
118849,25.0 pound
118851,104.0 pound
118854,
120519,
118842,
118856,2.1 kilogram
118859,120.0 pound
118862,1.2 pound
118864,180.0 pound
118866,1.3 kilogram
118870,8.0 pound
120518,2.4 gram
118872,
118857,
118874,50.0 gram
118839,
118837,440.0 pound
120522,660.0 pound
118810,1.8 ounce
118811,
118812,220.0 kilogram
118814,6.0 pound
118816,9.0 gram
118817,1.4 kilogram
120520,
118818,0.2 ounce
118823,
118825,4.5 kilogram
118827,
118829,1.3 kilogram
118831,15.8 kilogram
118833,56.0 pound
118834,
118821,
118875,12.0 kilogram
118877,7075.0 pound
118878,
120513,
118910,30.0 pound
118914,3.5 kilogram
118918,2.5 pound
118919,
118920,
118921,
118909,1.1 ounce
120510,0.4 kilogram
118925,16.7 pound
118928,660.0 pound
118930,2.7 pound
118931,20.0 pound
118932,5.2 pound
118934,309.0 pound
118935,
118924,226.0 kilogram
118907,2.0 gram
118904,1000.0 pound
118903,37.3 pound
118880,67.1 pound
118881,4.4 pound
118882,72.0 gram
118886,
118887,20.0 pound
118888,4.0 gram
120517,4.0 gram
118889,45.0 gram
118891,2.0 pound
120516,
118893,
118894,19.8 pound
118899,
118901,
118902,6.7 ounce
120515,
120514,340.0 gram
119037,12.7 kilogram
120473,
119038,20.0 gram
119039,5.0 gram
119179,2.1 pound
120434,
119181,
119182,32.0 pound
119184,
119186,
120433,
119178,0.4 pound
119187,17.0 gram
119189,3.0 gram
119190,
119192,
119194,400.0 pound
120432,
120430,2.3 kilogram
120427,
119188,32.0 gram
120426,
120436,40.0 gram
119176,0.7 kilogram
119152,14.2 gram
119153,34.0 pound
119154,
119156,
119158,25.0 gram
119159,
120439,155.0 gram
119177,0.4 pound
119160,
119164,21.6 ounce
119167,
119170,
119171,750.0 gram
120438,
119174,
119175,
119163,
119195,5.0 pound
119196,8.0 gram
119197,10.5 ounce
119227,300.0 gram
119230,9.0 pound
119231,
119234,
120410,
119235,
119236,425.0 gram
119226,
119238,
119239,2.0 gram
119240,
119241,800.0 pound
119244,0.4 pound
119245,
119248,
119249,67.0 gram
120409,
120413,5.5 pound
119225,
119224,193.0 gram
119199,
119201,48.0 gram
119203,88.0 pound
120418,5.0 pound
119204,
119205,
119208,
119210,
119211,12.5 gram
119214,1.1 gram
119215,482.0 gram
119216,13.6 kilogram
119218,
119219,250.0 pound
119222,19.8 ounce
120416,
119223,
120442,128.0 gram
118809,8.0 kilogram
120443,64.0 gram
119148,4.0 kilogram
120465,58.5 pound
119071,
120463,238.0 gram
120462,8.8 pound
119076,
119077,2.2 pound
119079,1.0 gram
119070,6.8 pound
120461,32.0 gram
119082,5.5 gram
119083,48.0 pound
119085,14.7 pound
119087,
119089,2.0 kilogram
119091,2.4 pound
119094,500.0 gram
119080,
120456,2.2 pound
119069,100.0 gram
119063,
119040,
120472,
119044,8.0 ounce
119046,500.0 pound
119048,
120470,180.0 pound
119049,461.0 gram
119067,
120468,28.0 gram
119051,
119053,0.5 kilogram
119054,
119055,2.5 pound
119059,1.3 kilogram
119061,
119062,60.0 gram
119050,30.0 gram
119096,30.0 gram
119097,
119098,
120454,0.0 gram
120453,8.0 gram
119133,4000.0 gram
119135,
120449,1.6 ounce
119136,3.6 kilogram
119137,62.0 pound
119132,2.0 pound
119139,32.0 gram
119141,4.0 gram
119142,30.0 pound
120448,10.0 pound
119144,32.0 gram
120447,
119145,
119147,32.0 gram
119140,
119130,
119129,
119127,
119099,
119100,0.7 pound
119102,
119105,6.9 pound
119106,
119110,0.0 pound
119111,
119112,30.0 pound
119113,13.6 kilogram
119114,
119115,5.1 pound
119116,6.5 pound
119117,
119118,10000.0 pound
119119,10.0 kilogram
119121,44.0 gram
119124,180.0 pound
119150,
118807,
118804,0.7 ounce
118803,2.8 ounce
118484,182.0 gram
120605,
118485,16.0 pound
118486,0.5 pound
118488,82.0 gram
118489,
120603,1.0 pound
118482,
118490,16.0 kilogram
118491,1.0 gram
120600,
118493,
118496,
118497,20.0 pound
118498,1.4 kilogram
118499,380.0 gram
120601,3.2 ounce
118500,235.0 gram
118480,1.1 pound
118476,2.6 ounce
118461,32.0 gram
118462,0.8 pound
120614,
118464,
118465,12.0 pound
118466,4.6 pound
118467,2.0 pound
118477,10.4 pound
120611,
118470,
118471,12.0 gram
120610,
118472,9.3 ounce
118473,300.0 gram
120608,
118474,25.0 gram
118469,60.0 gram
118501,300.0 pound
120599,7.0 kilogram
118503,1.5 kilogram
118539,
118540,
118541,8.5 pound
118543,18.0 pound
120591,2.8 pound
118545,0.3 kilogram
118546,312.0 gram
118534,13.0 pound
118547,1.8 ounce
118550,
118551,1.0 pound
118552,14.0 gram
120588,22.0 pound
118553,78.0 pound
120587,
118555,300.0 gram
118548,
118533,1.6 kilogram
118532,5.4 kilogram
118531,
120597,
120596,0.2 ounce
118505,2.0 pound
118506,
120594,
118507,
118508,185.0 gram
118509,5.2 pound
118513,15.7 kilogram
118514,
118515,
118517,18.0 gram
118518,
118520,88.0 pound
118521,
118523,30.0 ounce
118527,65.0 kilogram
118460,
118556,1.7 kilogram
118458,272.0 kilogram
118455,2.8 ounce
118375,0.7 ounce
120640,13.0 pound
118379,1.1 kilogram
118380,
118383,5.0 pound
120639,58.5 pound
118385,5.1 ounce
120641,50.0 pound
120636,20.0 kilogram
118386,32.0 gram
118388,21.0 gram
118392,8.0 pound
118395,1.0 kilogram
118396,
120634,
118398,
120635,1.8 pound
118399,
118374,
118371,5.2 ounce
118341,
118345,
118346,
118349,500.0 kilogram
118351,
120648,180.0 pound
118355,
118372,1.5 kilogram
118356,32.0 gram
118361,0.6 pound
120644,4.0 gram
118362,7.0 kilogram
118364,
118366,32.0 gram
118368,
118370,32.0 gram
118358,
120633,4.0 pound
118400,500.0 pound
118408,1.5 pound
118437,
118438,
118439,
118440,15.0 gram
118442,
118443,
118445,
118436,220.0 gram
120620,457.5 gram
118448,65.0 pound
120619,330.0 pound
118449,3.0 pound
120617,3.5 ounce
118451,
118452,2.2 kilogram
118453,
118447,
120625,14.0 gram
120627,
118435,
118409,88.0 pound
118411,
118412,8.0 pound
118413,0.2 pound
118414,
118418,44.0 pound
118420,280.0 gram
120632,
120631,5.0 pound
118421,3.5 ounce
118423,
118424,
118425,
118426,1.0 pound
118427,
118428,6.0 gram
120628,
118456,
119253,155.0 gram
118557,
118559,2.0 pound
118708,10.0 gram
118713,19.0 ounce
120540,1.8 pound
118717,80.0 gram
118719,13.6 kilogram
118721,1.0 pound
118723,
118707,290.0 gram
118724,
118730,40.0 gram
120538,14.0 ounce
120537,
118732,2.8 ounce
118733,13.7 pound
118737,
118738,
118727,3.0 gram
118743,104.0 kilogram
118706,
118703,
118680,
118681,
120545,
118684,5.2 pound
118685,3.6 pound
118687,2.7 kilogram
120544,
118704,
118688,
118692,
120542,
118693,13.2 gram
118696,80.0 pound
118698,280.0 gram
118699,
118700,
118689,0.9 pound
118746,1.2 kilogram
118748,340.0 gram
118749,0.2 pound
118777,21.7 ounce
118780,1.6 kilogram
118782,8.5 ounce
118784,
118786,6.8 gram
120526,2.0 gram
120525,0.4 kilogram
120530,
118791,2.0 pound
118794,
120523,7.9 pound
118796,23.0 gram
118797,110.0 pound
118798,
118800,2.1 gram
118801,330.0 pound
118792,1.0 kilogram
118774,13.1 pound
118773,
118771,55.0 pound
118751,
118753,
118754,
118755,1440.0 pound
118759,58.0 gram
120536,2.0 pound
118760,160.0 gram
120535,570.0 gram
120534,
118761,400.0 pound
118764,165.0 gram
118765,128.0 gram
118766,
118767,
118769,700.0 pound
120533,
120531,
118678,
118558,
118674,
118668,
120577,1.8 kilogram
118594,
118595,20.0 pound
118597,226.0 kilogram
118599,4.0 kilogram
118600,
118603,
118593,
120574,
118606,340.0 gram
118607,60.0 ounce
120569,
118609,12.7 kilogram
118610,
118612,0.7 pound
118613,3.2 ounce
118605,4.0 gram
118615,32.0 gram
118592,2.2 kilogram
120581,500.0 pound
118561,
118563,1.0 gram
118569,150.0 kilogram
118571,2.0 ounce
118572,2.1 ounce
118573,1.0 pound
118575,3.0 pound
118587,12.3 kilogram
118577,52.0 pound
120583,330.0 pound
118579,0.8 pound
118580,
118581,10.5 pound
118583,6.0 gram
118584,
118585,
120585,
118616,
118617,1.0 kilogram
118619,
118646,
118649,
120555,
118652,1.0 kilogram
118654,
120552,32.0 gram
118655,
118644,
120550,5000.0 pound
120549,
118661,436.0 gram
118662,1.2 pound
120548,
118665,24.0 ounce
118666,4.0 gram
118667,1.3 pound
118660,8.0 gram
118642,5.0 kilogram
120556,
120560,6.0 pound
118620,
118622,16.5 kilogram
120566,6.0 pound
120564,0.6 pound
118625,0.8 kilogram
118626,0.3 pound
118627,20.0 gram
118628,0.9 pound
118629,
118630,6.5 kilogram
118631,
118632,9.7 kilogram
118633,20.0 pound
118635,
118636,
120561,
118640,10.0 gram
118670,5.2 ounce
120650,4.0 gram
120407,0.7 kilogram
119257,2.0 pound
120249,1.3 pound
119853,
119855,
119858,
119862,30.0 pound
119864,
119867,300.0 pound
119852,
120247,3.5 pound
119868,3.0 ounce
119869,3.0 gram
120243,71.0 pound
119870,
120242,
119874,
119875,7.6 gram
120245,1.0 ounce
119877,660.0 pound
119850,18.1 pound
120250,200.0 kilogram
120260,1.4 kilogram
119826,
119829,
119833,20.0 pound
119834,125.0 gram
119835,
120256,
119846,
119836,4.6 kilogram
119839,4.0 kilogram
119840,120.0 gram
119842,10.0 pound
119844,
119845,3.7 ounce
120253,
120252,110.0 pound
119837,47.0 gram
119824,
119878,10.5 ounce
120240,
119917,0.5 pound
119919,5.5 ounce
119920,
119921,0.4 ounce
119922,2.6 ounce
119925,88.0 pound
119927,150.0 kilogram
119914,
119929,
119931,300.0 kilogram
119933,1.5 kilogram
120234,1.4 pound
119935,
119938,
120232,44.0 pound
119939,
119930,10.0 gram
119880,34.0 pound
119913,
119910,2.0 gram
119882,1.0 pound
119883,9.3 ounce
119885,13.0 pound
119886,12.0 pound
119887,8.0 ounce
119888,2.3 kilogram
119889,
119911,
119890,
119903,4.0 gram
119904,10.0 ounce
120238,16.0 gram
119906,25.0 pound
119907,3.6 pound
119909,1.0 gram
120237,390.0 gram
119895,
119822,1.4 kilogram
119821,3.6 pound
119820,
119727,0.8 pound
119728,3.1 kilogram
120273,
119729,0.0 gram
120271,
120270,3.2 ounce
119731,
119726,
119733,
119738,
120269,4.4 kilogram
119739,
119740,
119741,68.0 gram
120268,2.0 gram
119743,58.5 pound
119737,3.7 pound
120267,
119722,23.0 kilogram
119717,8.8 pound
119697,210.0 gram
119700,10.0 kilogram
120280,
119702,450.0 pound
119704,
120279,0.3 ounce
119705,165.0 pound
119719,
119707,34.0 kilogram
120277,2.0 pound
119709,
119710,
119714,14.5 ounce
120276,
120274,1.0 ounce
119715,0.3 ounce
119708,10.0 pound
119745,
119750,3.0 pound
119753,5.0 kilogram
119786,
119788,
119789,
119790,
119793,
119800,
120261,
119785,10.1 ounce
119804,
119809,2.0 ounce
119811,
119812,
119814,2.0 pound
119816,22.1 ounce
119817,0.3 ounce
119819,250.0 kilogram
119808,
120263,
120264,4.0 ounce
119783,
119754,
119755,13.8 kilogram
119758,400.0 pound
119759,
119762,0.8 pound
119763,1.7 kilogram
119765,
119769,
119771,2.3 kilogram
119772,
119773,3.1 ounce
119774,
119777,12.0 gram
120265,5.3 ounce
119780,
119781,
119782,14.0 gram
119941,
120231,
119944,
119947,
120109,
120110,1.8 gram
120114,6.0 gram
120115,1.1 gram
120116,
120117,1.8 pound
120196,1.9 pound
120107,
120118,64.0 gram
120121,1.0 gram
120123,1.0 pound
120125,20.0 pound
120127,180.0 gram
120195,1.0 kilogram
120194,250.0 gram
120130,62.0 gram
120120,0.8 pound
120131,
120106,5.7 pound
120103,440.0 pound
120080,64.0 gram
120081,2.0 kilogram
120082,
120198,
120084,300.0 pound
120091,2.6 ounce
120197,
120105,0.4 pound
120092,4.1 gram
120094,0.5 ounce
120095,15.0 ounce
120097,
120099,78.0 pound
120100,
120101,565.0 gram
120102,
120093,1.1 pound
120133,0.5 pound
120135,3.0 gram
120136,220.0 pound
120165,
120166,1.0 gram
120168,1.8 pound
120189,
120170,9.0 kilogram
120171,3.2 ounce
120188,3.0 pound
120164,
120172,
120175,1.2 gram
120177,13.0 gram
120178,
120179,3.5 pound
120180,
120181,
120183,37.0 gram
120173,4.0 gram
120163,4.0 gram
120162,0.6 pound
120191,
120138,2.6 pound
120139,50.0 gram
120140,
120142,
120143,90.0 gram
120192,24.2 pound
120146,2.0 pound
120147,0.6 pound
120149,
120150,
120152,14.0 ounce
120153,2.0 gram
120155,1.0 pound
120157,
120159,350.0 pound
120160,185.0 gram
120161,840229100712.0 pound
120079,
119696,168.0 gram
120199,3.6 pound
120200,24.8 ounce
119973,500.0 kilogram
119975,1.4 ounce
119979,
120222,46.0 ounce
119982,
119983,
119986,
119972,34.0 pound
119987,20.1 ounce
119989,
120218,
119991,1.0 kilogram
119993,
120217,
120216,
119996,115.0 gram
120220,8.0 pound
120213,
119971,108.0 gram
119968,
119949,
119950,120.0 pound
120228,
119951,
120227,3.0 pound
119952,1.2 kilogram
119955,
120225,5.0 kilogram
119956,192.0 gram
119957,1.4 ounce
119959,25.0 pound
119961,1.8 kilogram
119962,45.0 kilogram
119963,
119964,
119966,
120226,4.0 pound
119999,400.0 pound
120001,89.0 gram
120002,5.0 pound
120040,
120042,9.5 pound
120045,
120049,
120205,2.0 gram
120050,4.9 pound
120056,0.2 kilogram
120037,360.0 gram
120058,
120204,4.2 ounce
120064,
120203,11.0 gram
120068,3000.0 gram
120069,
120070,100.0 gram
120202,
120062,
120036,6.0 gram
120034,
120032,7.1 ounce
120003,7.0 pound
120004,5.0 pound
120005,88.5 gram
120006,
120007,
120211,
120011,
120014,2.0 gram
120016,
120019,0.0 pound
120021,7.7 pound
120024,
120026,10.0 gram
120027,
120207,
120028,
120030,2.0 pound
120074,330.0 pound
120281,23.1 pound
119694,4.0 pound
119693,1.3 pound
119397,8.0 ounce
119404,
119405,
119407,57.0 pound
119409,12.5 kilogram
119410,330.0 pound
119412,
119396,1.0 pound
120363,16.0 gram
120361,
119415,80.0 gram
120360,120.0 pound
119416,1.0 kilogram
119417,
119420,200.0 kilogram
119421,1.9 kilogram
119414,16.9 ounce
119422,60.0 pound
119395,128.0 gram
119392,
119369,17.0 gram
119371,13.2 pound
119375,550.0 pound
119377,6.7 ounce
119378,24.5 ounce
119379,1.2 pound
119380,
119393,
119381,
120370,
119384,1.0 gram
120367,
120366,12.0 ounce
119386,
119389,
120364,
120371,64.0 pound
120359,2.0 pound
119423,25.5 ounce
119424,
119449,44.0 pound
119450,3.7 pound
119451,
119453,0.8 pound
119454,440.0 pound
119456,41.0 gram
119458,
119447,
119459,13.0 pound
119462,9.5 ounce
119464,150.0 kilogram
120354,
119465,
119466,5.0 pound
119469,6.0 pound
119470,
119461,28.0 kilogram
120355,3.0 pound
119444,
119443,2000.0 gram
119425,250.0 gram
119427,55.0 pound
119428,0.6 ounce
119429,1.7 pound
119430,2.0 pound
119431,
119432,
119433,
120358,8.0 gram
119434,5.0 kilogram
119436,
119437,120.0 pound
119438,
119439,3000.0 gram
119441,
119442,4.4 pound
120356,300.0 pound
119366,1.0 pound
119472,600.0 pound
119364,16.0 pound
119362,5.5 pound
119285,
119290,43.0 pound
120396,
119292,
119294,
119295,
119299,
120398,15.0 pound
119301,
120394,12.7 ounce
119305,
119306,0.0 pound
119307,
119308,5.5 gram
119309,30.0 gram
119310,2.0 gram
120395,3.5 pound
119311,
119282,8.0 ounce
120401,4.8 gram
119258,1.0 kilogram
119259,7.0 ounce
119261,5.0 pound
119262,
119264,
119266,
120405,0.7 pound
119281,6.8 kilogram
119269,60.0 gram
119270,17.7 ounce
119271,6.8 kilogram
119273,6.8 ounce
119274,26.0 gram
119276,0.5 pound
120402,
119280,2.3 pound
120404,
119314,650.0 gram
119318,
120393,3.0 pound
119338,1.5 kilogram
119339,58.5 pound
120376,
119341,6.0 gram
119347,12.0 pound
119349,
119350,
119337,
120375,
119353,5.0 kilogram
119354,12.8 ounce
119356,
119357,
119359,150.0 kilogram
119360,
119361,12.0 pound
120373,1.0 gram
